TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK,FG2M,FG2A,FG2_PCT,FG3A/FGA,FG2A/FGA,FTA/FGA,FG3A/FG2A,FG2M_PER_GP,FG3M_PER_GP,FG2A_PER_GP,FG3A_PER_GP,PTS_PER_GP,3PT_PER_PTS,2PT_PER_PTS,PLAYOFFS,CHAMPS,FINALS_LOSS,FINALS_APPEARANCE
1610612740,New Orleans,Hornets,2002-01-01,82,47,35,0.573,5,3,2,4,15,8,N/A,2914,6695,0.435,404,1075,0.376,1467,1910,0.768,1097,2475,3572,1807,1769,656,1212,394,7699,19,2510,5620,0.44661921708185054,0.16056758775205376,0.8394324122479462,0.2852875280059746,0.19128113879003558,30.609756097560975,4.926829268292683,68.53658536585365,13.109756097560975,93.89024390243902,0.15742304195350046,0.6520327315235744,1,0,0,0
1610612740,New Orleans,Hornets,2003-01-01,82,41,41,0.5,5,3,3,4,15,8,N/A,2772,6605,0.42,531,1666,0.319,1454,1937,0.751,1091,2418,3509,1716,1715,708,1228,346,7529,17,2241,4939,0.4537355740028346,0.2522331566994701,0.7477668433005299,0.2932626797880394,0.3373152460012148,27.329268292682926,6.475609756097561,60.23170731707317,20.317073170731707,91.8170731707317,0.21158188338424758,0.595298180369239,1,0,0,0
1610612740,New Orleans,Hornets,2004-01-01,82,18,64,0.22,15,5,0,0,15,5,N/A,2718,6556,0.415,415,1316,0.315,1401,1830,0.766,1019,2281,3300,1724,1883,550,1217,310,7252,30,2303,5240,0.4395038167938931,0.20073215375228798,0.799267846247712,0.27913361805979253,0.2511450381679389,28.085365853658537,5.060975609756097,63.90243902439025,16.048780487804876,88.4390243902439,0.17167677881963597,0.6351351351351351,0,0,0,0
1610612740,New Orleans/Oklahoma City,Hornets,2005-01-01,82,38,44,0.463,10,4,0,0,15,5,N/A,2831,6428,0.44,300,885,0.339,1649,2176,0.758,918,2379,3297,1519,1786,611,1095,311,7611,25,2531,5543,0.45661194299116004,0.13767890479153702,0.862321095208463,0.33851897946484133,0.1596608334836731,30.865853658536587,3.658536585365854,67.59756097560975,10.792682926829269,92.8170731707317,0.11824990145841545,0.6650900013138878,0,0,0,0
1610612740,New Orleans/Oklahoma City,Hornets,2006-01-01,82,39,43,0.476,10,4,0,0,15,5,N/A,2971,6674,0.445,455,1256,0.362,1436,1941,0.74,1025,2512,3537,1537,1620,522,1187,347,7833,25,2516,5418,0.4643779992617202,0.18819298771351514,0.8118070122864849,0.29083008690440515,0.23181985972683647,30.682926829268293,5.548780487804878,66.07317073170732,15.317073170731707,95.52439024390245,0.1742627345844504,0.6424103153325673,0,0,0,0
1610612740,New Orleans,Hornets,2007-01-01,82,56,26,0.683,2,1,7,5,15,5,N/A,3164,6796,0.466,630,1621,0.389,1312,1707,0.769,937,2494,3431,1785,1531,637,974,321,8270,9,2534,5175,0.4896618357487923,0.23852266038846381,0.7614773396115362,0.25117716303708065,0.31323671497584543,30.902439024390244,7.682926829268292,63.109756097560975,19.76829268292683,100.85365853658537,0.22853688029020555,0.6128174123337364,1,0,0,0
1610612740,New Orleans,Hornets,2008-01-01,82,49,33,0.598,7,4,1,4,15,5,N/A,2911,6366,0.457,556,1526,0.364,1479,1833,0.807,802,2453,3255,1609,1665,593,1029,338,7857,26,2355,4840,0.4865702479338843,0.23971096449890042,0.7602890355010996,0.2879359095193214,0.31528925619834713,28.71951219512195,6.780487804878049,59.02439024390244,18.609756097560975,95.8170731707317,0.21229476899579994,0.5994654448262696,1,0,0,0
1610612740,New Orleans,Hornets,2009-01-01,82,37,45,0.451,11,5,0,0,15,5,N/A,3178,6842,0.464,571,1572,0.363,1293,1661,0.778,852,2450,3302,1828,1606,625,1103,300,8220,17,2607,5270,0.49468690702087287,0.2297573808827828,0.7702426191172171,0.2427652733118971,0.298292220113852,31.79268292682927,6.963414634146342,64.26829268292683,19.170731707317074,100.2439024390244,0.2083941605839416,0.6343065693430657,0,0,0,0
1610612740,New Orleans,Hornets,2010-01-01,82,46,36,0.561,7,3,2,4,15,5,N/A,2944,6416,0.459,444,1232,0.36,1452,1897,0.765,824,2468,3292,1691,1719,624,1069,359,7784,27,2500,5184,0.48225308641975306,0.19201995012468828,0.8079800498753117,0.29566708229426436,0.23765432098765432,30.48780487804878,5.414634146341464,63.21951219512195,15.024390243902438,94.92682926829268,0.171120246659815,0.6423432682425488,1,0,0,0
1610612740,New Orleans,Hornets,2011-01-01,66,21,45,0.318,15,5,0,0,15,5,N/A,2300,5103,0.451,259,777,0.333,1057,1397,0.757,724,1991,2715,1368,1324,488,1024,316,5916,29,2041,4326,0.4717984281091077,0.1522633744855967,0.8477366255144033,0.27376053301979225,0.1796116504854369,30.924242424242426,3.9242424242424243,65.54545454545455,11.772727272727273,89.63636363636364,0.13133874239350912,0.6899932386747802,0,0,0,0
